EnsemblGeneID	R1L1Kidney	R1L3Kidney	R1L7Kidney	R2L2Kidney	R2L6Kidney	R1L2Liver	R1L4Liver	R1L6Liver	R1L8Liver	R2L3Liver
ENSG00000215121	30	37	36	33	28	5	7	5	6	10
ENSG00000170786	0	0	0	0	1	0	0	1	0	0
ENSG00000181195	0	0	0	0	0	0	0	0	0	0
ENSG00000206975	1	0	0	1	0	0	0	0	0	0
ENSG00000197334	0	0	0	0	0	0	0	0	0	0
ENSG00000198266	8	10	7	10	4	5	9	5	4	4
ENSG00000104331	78	79	90	79	84	35	39	38	32	47
ENSG00000211080	0	0	0	0	0	0	0	0	0	0
ENSG00000215117	0	0	0	0	0	0	0	0	0	0
ENSG00000202265	0	0	0	0	0	0	0	0	0	0
ENSG00000205293	0	0	0	0	0	0	0	0	0	0
ENSG00000169122	51	48	54	44	59	26	19	12	23	26
ENSG00000215114	127	123	133	132	147	75	86	101	72	62
ENSG00000167910	2	3	2	1	2	49	39	55	42	56
ENSG00000137575	223	202	185	201	229	140	97	100	113	109
ENSG00000035681	51	61	52	68	53	23	23	18	24	22
ENSG00000211109	0	0	0	0	0	0	0	0	0	0
ENSG00000198846	20	27	20	14	17	6	12	9	6	11
ENSG00000201231	0	0	0	0	0	0	0	0	0	0
ENSG00000167912	1	5	2	1	4	1	0	0	2	1
ENSG00000206853	0	0	0	0	0	0	0	0	0	0
ENSG00000201763	2	0	1	0	1	0	3	1	1	1
ENSG00000178538	64	70	58	62	74	0	2	0	3	2
ENSG00000104388	135	170	150	142	135	113	102	116	132	109
ENSG00000171316	165	164	175	173	192	141	156	143	149	134
ENSG00000213881	1	2	1	0	1	0	0	0	1	0
ENSG00000177182	26	21	26	26	32	38	39	54	26	30
ENSG00000198363	35	36	38	43	39	10	18	22	18	21
ENSG00000185942	0	0	0	0	0	0	0	0	0	0
ENSG00000213006	1	2	0	2	0	0	1	1	1	0
ENSG00000137563	60	63	75	79	72	78	89	106	104	90
ENSG00000137561	1	3	8	7	8	353	354	372	327	397
ENSG00000211143	0	0	0	0	0	0	0	0	0	0
ENSG00000185728	178	180	170	183	191	185	189	175	183	209
ENSG00000211147	0	0	0	0	0	0	0	0	0	0
ENSG00000215096	0	1	1	0	0	0	0	0	1	0
ENSG00000211148	0	0	0	0	0	0	0	0	0	0
ENSG00000207816	0	0	0	0	0	0	0	0	0	0
ENSG00000180828	3	0	3	1	1	7	3	5	4	4
ENSG00000172817	19	15	12	5	15	10	8	8	13	20
ENSG00000213873	0	0	0	0	1	0	1	0	0	0
ENSG00000200714	0	0	0	0	0	1	0	1	1	0
ENSG00000104442	78	59	101	72	103	59	85	68	44	63
ENSG00000066855	98	117	99	105	111	74	74	79	60	68
ENSG00000205268	20	32	21	26	21	10	10	13	12	12
ENSG00000215094	0	1	2	2	2	0	0	0	0	0
ENSG00000147570	0	0	0	0	0	0	0	0	0	0
ENSG00000209078	0	0	0	0	0	0	0	0	0	0
ENSG00000147573	19	19	25	9	14	38	57	52	59	43
ENSG00000147571	0	0	0	0	0	0	0	0	0	0
ENSG00000179041	23	28	23	36	34	20	24	23	26	35
ENSG00000147576	76	52	56	72	72	197	190	167	167	195
ENSG00000169085	19	23	18	19	14	51	50	78	63	50
ENSG00000206949	0	0	0	0	0	0	0	0	0	0
ENSG00000185697	1	2	1	1	1	2	11	8	5	7
ENSG00000175073	70	74	87	70	75	38	50	63	50	62
ENSG00000201365	0	0	0	0	0	0	0	0	0	0
ENSG00000213865	20	30	28	28	24	18	10	8	22	9
ENSG00000104205	55	80	77	63	67	65	50	46	51	52
ENSG00000213005	0	0	0	1	0	0	0	0	0	0
ENSG00000178460	0	3	4	5	1	0	0	0	0	0
ENSG00000201719	4	0	4	2	1	5	1	0	3	2
ENSG00000187728	0	0	0	1	1	0	0	0	0	0
ENSG00000178125	1	0	0	1	1	0	0	0	0	0
ENSG00000121022	122	141	128	134	160	73	80	73	85	91
ENSG00000104218	141	151	145	158	166	145	130	118	132	123
ENSG00000211220	0	0	0	0	0	0	0	0	0	0
ENSG00000066777	240	228	224	210	237	78	84	99	79	89
ENSG00000165078	1	0	0	2	0	0	0	0	0	0
ENSG00000211224	0	0	0	0	0	0	0	0	0	0
ENSG00000211226	0	0	0	0	0	0	0	0	0	0
ENSG00000211231	0	0	0	0	0	0	0	0	0	0
ENSG00000211236	0	0	0	0	0	0	0	0	0	0
ENSG00000211238	0	1	1	0	0	0	0	0	0	0
ENSG00000211241	0	0	0	0	0	0	0	0	0	0
ENSG00000046889	12	4	9	8	5	0	1	1	1	0
ENSG00000211261	4	4	6	6	10	3	7	4	7	9
ENSG00000165084	0	1	0	2	0	0	0	0	0	2
ENSG00000211280	0	0	0	0	0	0	0	0	0	0
ENSG00000211281	0	0	0	0	0	0	0	0	0	0
ENSG00000211286	0	0	0	0	0	0	0	0	0	0
ENSG00000199434	0	0	0	0	0	0	0	0	0	0
ENSG00000213846	7	5	5	3	7	1	1	1	1	3
ENSG00000211297	0	0	0	0	0	0	0	0	0	0
ENSG00000137573	204	240	229	230	247	8	7	7	14	9
ENSG00000198672	0	0	0	0	0	0	0	0	0	0
ENSG00000137571	1	0	0	0	0	0	0	0	0	0
ENSG00000211316	14728	14794	14016	16823	17036	11379	11237	10705	10314	12708
ENSG00000211324	0	0	0	0	0	0	0	0	0	0
ENSG00000215945	0	0	0	0	0	0	0	0	0	0
ENSG00000211329	0	0	0	0	0	0	0	0	0	0
ENSG00000211338	0	0	0	0	0	0	0	0	0	0
ENSG00000211342	0	0	0	0	0	0	0	0	0	0
ENSG00000213004	0	0	0	0	0	0	0	0	0	0
ENSG00000147596	0	0	1	0	0	0	0	0	0	0
ENSG00000212473	0	0	0	0	0	0	0	0	0	0
ENSG00000140396	56	60	69	62	64	26	27	20	36	33
ENSG00000213003	1	0	1	0	0	0	0	0	0	0
ENSG00000207036	0	1	0	0	0	2	1	1	0	1
ENSG00000067167	364	387	360	350	422	323	388	325	322	339
ENSG00000213002	144	140	137	129	154	199	257	210	217	221
ENSG00000211367	0	0	0	0	0	0	0	0	0	0
ENSG00000147592	74	75	67	63	72	43	44	35	35	35
ENSG00000211369	1	0	1	0	1	0	0	0	0	0
ENSG00000198669	3	2	2	1	0	8	4	6	8	11
ENSG00000104313	1	4	7	1	3	2	1	2	1	2
ENSG00000200191	0	0	0	0	0	0	0	0	0	0
ENSG00000215920	0	0	0	0	0	0	0	0	0	0
ENSG00000178860	4	1	1	4	4	7	2	3	4	4
ENSG00000104321	2	4	0	1	5	1	0	4	1	3
ENSG00000209097	0	0	0	0	0	0	0	0	0	0
ENSG00000212989	0	0	0	0	0	0	0	0	0	0
ENSG00000182674	0	0	0	1	0	0	0	0	0	0
ENSG00000213001	0	0	0	0	0	0	0	0	0	0
ENSG00000147601	14	13	16	17	22	8	14	9	18	14
ENSG00000211387	0	0	0	0	0	0	0	0	0	0
ENSG00000213000	4	6	10	13	14	3	1	3	3	4
ENSG00000164764	53	60	62	66	60	2	4	4	5	2
ENSG00000203417	0	1	0	0	0	0	0	0	0	0
ENSG00000147604	0	0	1	0	0	0	1	0	0	1
ENSG00000121039	83	101	106	106	106	106	135	135	124	134
ENSG00000040341	83	80	69	86	82	30	28	28	34	24
ENSG00000215038	0	0	1	0	2	0	0	0	0	1
ENSG00000215037	0	1	0	0	0	0	0	0	0	0
ENSG00000215036	18	24	14	21	17	7	7	6	7	11
ENSG00000104343	11	7	12	11	14	5	4	5	4	5
ENSG00000211395	0	0	0	0	0	0	0	0	0	0
ENSG00000154582	47	64	50	42	52	23	22	20	26	26
ENSG00000175606	55	44	57	57	64	37	50	43	38	26
ENSG00000202220	0	0	0	0	0	0	0	0	0	0
ENSG00000215034	0	2	0	1	3	0	0	0	1	0
ENSG00000154589	7	5	3	5	8	5	6	6	2	4
ENSG00000212348	0	0	0	0	1	0	0	0	0	0
ENSG00000212485	0	0	0	0	0	0	0	0	0	0
ENSG00000104369	16	9	20	20	27	3	4	2	4	1
ENSG00000104381	28	36	38	16	34	12	9	14	4	8
ENSG00000207417	0	0	0	0	0	0	0	0	0	0
ENSG00000137558	1	2	0	1	0	0	0	0	0	0
ENSG00000121005	9	8	8	7	10	0	0	2	0	0
ENSG00000164749	12	12	15	20	16	11	12	12	13	14
ENSG00000211417	0	0	0	0	0	0	0	0	0	0
ENSG00000211422	0	0	0	0	0	0	0	0	0	0
ENSG00000206619	0	0	0	0	0	0	0	0	0	0
ENSG00000091656	3	10	1	3	5	36	48	42	46	54
ENSG00000164751	99	110	106	110	119	70	77	65	87	83
ENSG00000211431	0	0	0	0	0	0	0	0	0	0
ENSG00000171033	12	22	10	14	14	0	1	2	3	2
ENSG00000216156	0	0	0	0	0	0	0	0	0	0
ENSG00000104427	11	18	19	11	20	3	5	6	1	2
ENSG00000104432	4	4	5	2	10	18	7	14	14	7
ENSG00000215028	5	6	3	3	4	2	3	1	3	7
ENSG00000104435	0	0	0	0	0	1	0	1	1	1
ENSG00000164683	10	8	7	14	8	6	8	5	4	5
ENSG00000202088	0	0	0	0	0	1	1	0	1	0
ENSG00000147586	75	70	79	89	73	36	44	38	37	35
ENSG00000076554	345	356	350	362	358	80	109	88	90	90
ENSG00000209175	0	0	0	0	0	0	0	0	0	0
ENSG00000213791	1	0	0	0	2	1	2	0	0	0
ENSG00000206649	0	0	0	0	0	0	0	0	0	0
ENSG00000201206	0	0	0	3	0	0	0	0	2	0
ENSG00000205189	41	45	33	32	44	28	22	23	32	29
ENSG00000188856	1	0	2	1	0	0	0	4	0	2
ENSG00000202033	0	0	0	0	0	0	0	0	0	0
ENSG00000209259	0	0	0	0	0	0	0	1	0	0
ENSG00000164684	32	32	48	30	35	6	10	6	8	15
ENSG00000212429	0	0	0	0	0	0	0	0	0	0
ENSG00000209154	1	1	0	0	1	1	0	0	1	0
ENSG00000076641	33	33	29	44	26	67	78	58	81	77
ENSG00000164687	0	0	0	0	0	0	0	0	0	1
ENSG00000147588	5	0	5	0	1	1	3	4	3	5
ENSG00000205186	0	0	0	0	0	0	0	0	0	0
ENSG00000170323	14	23	17	17	10	12	13	6	19	15
ENSG00000179209	9	3	6	1	1	7	2	4	5	3
ENSG00000197416	0	0	0	0	0	0	0	0	0	0
ENSG00000173078	0	0	0	0	0	0	0	0	0	0
ENSG00000133731	47	72	52	45	63	67	75	54	63	61
ENSG00000205184	4	2	1	1	1	6	3	2	3	3
ENSG00000104231	74	86	73	78	67	43	42	46	56	48
ENSG00000164695	38	34	29	44	28	11	5	9	22	12
ENSG00000104497	16	21	8	21	11	9	8	7	6	16
ENSG00000213778	3	2	3	3	0	2	4	0	0	1
ENSG00000206228	0	2	2	1	3	0	0	0	1	0
ENSG00000184672	14	16	4	8	6	0	3	2	1	3
ENSG00000206701	0	0	0	0	0	0	0	0	0	0
ENSG00000209266	0	0	0	0	0	0	0	0	0	0
ENSG00000203413	0	0	0	0	1	0	0	0	0	0
ENSG00000133739	49	46	55	62	50	15	18	17	15	12
ENSG00000133740	15	37	27	39	34	9	14	5	8	16
ENSG00000176731	28	30	30	29	32	20	21	22	14	24
ENSG00000185015	15	16	25	17	18	4	10	8	11	10
ENSG00000133742	0	0	0	1	1	4	4	2	0	4
ENSG00000164879	6	4	4	4	6	2	7	12	6	2
ENSG00000104267	1079	1107	1028	1112	1133	212	207	217	205	202
ENSG00000205178	0	0	0	0	0	0	0	0	0	0
ENSG00000205176	0	0	0	0	0	0	0	0	0	0
ENSG00000205175	0	0	0	0	0	0	0	0	0	0
ENSG00000205173	0	0	0	0	0	0	0	0	0	0
ENSG00000205172	0	0	0	0	0	0	0	0	0	0
ENSG00000205170	0	0	0	0	0	0	0	0	0	0
ENSG00000205169	0	0	0	0	0	0	0	0	0	0
ENSG00000205168	0	0	0	0	0	0	0	0	0	0
ENSG00000205167	0	0	0	0	0	0	0	0	0	0
ENSG00000205166	0	0	0	0	0	0	0	0	0	0
ENSG00000205165	0	0	0	0	0	0	0	0	0	0
ENSG00000205164	0	0	0	0	0	0	0	0	0	0
ENSG00000205163	0	0	0	0	0	0	0	0	0	0
ENSG00000205162	0	0	0	0	0	0	0	0	0	0
ENSG00000147613	3	1	2	5	0	0	0	0	0	0
ENSG00000147614	692	680	646	780	727	2	3	4	3	4
ENSG00000164893	2	0	0	3	6	0	0	0	0	0
ENSG00000123124	152	183	150	149	187	115	148	152	128	125
ENSG00000176623	158	183	151	159	180	129	138	125	121	144
ENSG00000214965	9	8	9	15	10	3	12	11	8	9
ENSG00000085719	312	338	329	326	327	155	150	130	146	133
ENSG00000214963	2	4	4	2	2	2	3	1	2	2
ENSG00000209264	0	0	0	0	0	0	0	0	0	0
ENSG00000170289	4	5	4	2	10	0	1	0	0	0
ENSG00000176571	0	0	0	0	0	0	0	0	0	0
ENSG00000176566	0	0	0	0	0	0	0	0	0	0
ENSG00000176562	0	0	0	0	0	0	0	0	0	0
ENSG00000156103	0	0	0	0	0	2	2	0	0	1
ENSG00000209292	0	0	0	0	0	0	0	0	0	0
ENSG00000213771	0	0	0	0	0	0	0	0	0	0
ENSG00000104312	30	16	26	21	38	14	14	11	11	13
ENSG00000207359	0	0	0	0	2	0	1	0	0	0
ENSG00000164823	71	78	76	74	73	35	29	39	42	35
ENSG00000104320	129	126	150	133	119	52	50	52	60	78
ENSG00000104325	330	419	381	387	368	332	354	317	340	378
ENSG00000104327	1943	2061	1999	1929	2028	15	17	15	13	17
ENSG00000209140	0	0	0	0	0	0	0	0	0	0
ENSG00000199354	0	0	0	0	0	1	0	1	0	0
ENSG00000209319	0	0	0	0	0	0	0	0	0	0
ENSG00000180694	39	39	47	38	38	40	37	47	32	36
ENSG00000123119	35	34	38	44	48	1	2	5	2	9
ENSG00000155099	42	37	38	32	40	3	11	10	8	11
ENSG00000209252	0	0	0	0	0	0	0	0	0	0
ENSG00000155100	26	35	19	31	36	15	19	14	18	20
ENSG00000214954	1	3	1	2	2	2	3	1	1	3
ENSG00000147606	359	390	356	352	370	4	4	2	2	2
ENSG00000209198	0	0	0	0	0	0	0	0	0	0
ENSG00000200151	0	0	0	0	0	0	0	0	0	0
ENSG00000079102	6	6	14	4	11	12	4	8	7	10
ENSG00000213766	1	0	0	1	0	0	0	0	0	0
ENSG00000200820	0	0	0	0	0	0	0	0	0	0
ENSG00000212999	43	42	45	31	42	67	58	53	42	47
ENSG00000205133	44	36	29	40	34	23	17	16	15	21
ENSG00000214950	0	0	0	0	0	0	0	0	0	0
ENSG00000209199	0	0	0	0	0	0	0	0	0	0
ENSG00000205132	0	0	0	0	0	0	0	0	0	0
ENSG00000188343	22	22	26	24	14	10	14	5	8	18
ENSG00000205130	1	3	2	0	2	0	2	4	1	1
ENSG00000183808	39	38	31	38	40	22	10	15	16	13
ENSG00000212998	2	2	2	2	1	0	0	0	0	0
ENSG00000164953	24	35	26	31	37	2	3	1	1	0
ENSG00000164951	58	76	75	72	79	27	18	24	17	22
ENSG00000079112	1	2	2	0	2	0	0	0	0	0
ENSG00000164949	52	66	64	61	67	40	43	55	44	42
ENSG00000197275	3	4	6	3	4	9	5	1	5	3
ENSG00000197065	2	4	4	4	2	0	0	1	0	3
ENSG00000164944	89	117	99	119	98	72	79	65	61	57
ENSG00000212997	5	3	1	1	4	2	9	8	6	2
ENSG00000104413	69	60	69	78	77	4	3	2	5	6
ENSG00000209267	0	0	0	0	1	0	0	0	0	0
ENSG00000214933	0	0	0	0	0	0	0	0	0	0
ENSG00000199701	0	0	0	0	0	0	0	0	0	0
ENSG00000156162	71	55	64	68	72	39	35	36	35	41
ENSG00000164941	59	37	41	63	72	37	34	36	41	50
ENSG00000175305	3	3	2	2	1	2	4	2	2	4
ENSG00000213756	2	2	0	1	1	2	2	0	1	2
ENSG00000156170	34	22	25	24	25	29	31	36	26	27
ENSG00000209273	0	0	0	0	0	0	0	0	0	0
ENSG00000164938	52	42	48	48	54	460	462	446	442	456
ENSG00000200525	0	0	0	0	0	0	0	0	0	0
ENSG00000175895	56	72	66	61	83	42	66	49	35	34
ENSG00000156172	17	12	12	12	6	7	5	5	3	4
ENSG00000202112	0	0	0	0	0	0	0	0	0	0
ENSG00000183663	0	0	0	0	0	0	1	0	0	0
ENSG00000156466	6	2	3	7	1	4	1	1	1	1
ENSG00000156467	466	524	477	473	494	104	117	110	96	97
ENSG00000156469	48	39	30	34	36	28	31	27	27	28
ENSG00000156471	110	116	121	132	118	144	127	126	133	130
ENSG00000199732	0	0	0	0	0	0	1	1	0	1
ENSG00000212996	0	1	1	0	1	5	6	6	3	4
ENSG00000202095	0	0	0	0	0	0	0	0	0	0
ENSG00000169439	331	353	320	388	344	559	592	527	540	573
ENSG00000104324	245	289	281	300	295	71	74	68	64	72
ENSG00000180543	15	24	15	15	13	2	0	0	1	3
ENSG00000207215	0	0	0	0	0	0	0	0	1	0
ENSG00000208981	4	3	3	3	4	3	3	1	1	5
ENSG00000213750	0	0	0	0	1	1	0	0	0	1
ENSG00000147649	282	280	304	291	279	592	608	572	600	631
ENSG00000202399	0	1	1	0	0	0	0	0	0	0
ENSG00000104341	183	199	193	225	221	17	22	9	12	26
ENSG00000132561	66	52	70	66	68	32	26	25	22	30
ENSG00000156482	538	549	574	564	616	453	479	464	411	465
ENSG00000207067	3	1	1	0	3	0	1	3	1	3
ENSG00000208958	1	0	0	0	0	2	3	0	2	0
ENSG00000177459	9	12	7	11	7	17	17	18	13	22
ENSG00000132541	464	470	456	469	502	1123	1106	1151	1081	1115
ENSG00000104356	17	15	18	15	22	11	10	13	11	11
ENSG00000208954	0	0	0	0	0	0	0	0	0	0
ENSG00000104361	27	21	28	23	29	7	8	8	11	6
ENSG00000213747	0	7	4	3	0	1	3	1	0	0
ENSG00000156486	1	1	1	0	0	0	0	0	0	0
ENSG00000104375	48	44	50	54	42	23	26	21	24	30
ENSG00000207378	0	0	0	0	0	0	0	0	0	0
ENSG00000213745	0	0	0	1	0	0	0	0	0	0
ENSG00000164920	0	3	1	4	3	2	0	0	0	1
ENSG00000132549	106	137	113	118	130	40	46	45	37	62
ENSG00000208921	0	0	0	0	0	0	0	0	0	2
ENSG00000206699	0	0	0	0	0	0	0	0	0	0
ENSG00000207804	0	0	0	0	0	0	0	0	0	0
ENSG00000216069	0	0	0	0	0	0	0	0	0	0
ENSG00000208905	1	1	0	1	1	0	0	1	0	0
ENSG00000164919	297	338	326	309	312	158	154	140	142	161
ENSG00000132554	1	2	1	1	0	0	0	0	0	0
ENSG00000212414	0	0	0	0	0	0	0	0	0	0
ENSG00000156509	0	0	1	0	0	2	2	2	1	2
ENSG00000147669	97	112	103	110	129	39	58	45	49	45
ENSG00000104450	20	20	28	15	16	19	11	18	10	17
ENSG00000202310	0	0	0	0	0	1	1	1	1	0
ENSG00000199667	0	0	0	1	0	0	0	0	0	0
ENSG00000034677	188	196	203	186	210	126	127	141	119	123
ENSG00000186106	80	84	71	80	78	77	59	60	56	62
ENSG00000174226	1	0	2	1	0	0	0	1	1	2
ENSG00000208885	0	0	0	0	0	0	0	0	0	0
ENSG00000070756	542	524	522	576	600	364	351	347	333	372
ENSG00000208882	0	0	0	0	0	0	0	0	0	0
ENSG00000202001	0	0	0	0	0	0	0	0	0	0
ENSG00000212994	1	0	0	2	1	1	0	0	0	2
ENSG00000164924	264	281	263	279	286	83	86	85	73	104
ENSG00000208863	0	0	0	0	0	0	0	0	0	0
ENSG00000207080	0	0	0	0	0	0	0	0	0	0
ENSG00000202360	0	0	0	0	0	0	0	0	0	0
ENSG00000120963	51	47	47	36	46	45	25	39	45	41
ENSG00000201401	0	0	0	0	0	0	0	0	0	0
ENSG00000180230	9	12	6	3	5	3	1	2	4	2
ENSG00000208832	0	0	0	0	0	1	0	1	0	0
ENSG00000083307	62	47	50	56	73	6	4	5	11	2
ENSG00000208823	0	0	1	0	0	0	0	0	0	0
ENSG00000104490	73	82	88	97	98	65	58	59	68	100
ENSG00000208818	0	0	0	0	0	0	0	0	0	0
ENSG00000048392	94	102	93	86	106	25	28	30	26	30
ENSG00000104517	196	198	197	164	219	118	103	121	108	132
ENSG00000208813	0	0	0	0	0	0	0	0	0	0
ENSG00000208811	0	0	0	0	0	0	0	0	0	0
ENSG00000214885	0	0	0	0	0	0	0	0	0	0
ENSG00000208806	0	0	0	0	0	0	0	0	0	0
ENSG00000155087	0	0	0	0	2	0	0	0	0	0
ENSG00000155090	98	101	83	105	120	81	82	70	64	86
ENSG00000155096	289	264	248	284	254	192	190	214	163	188
ENSG00000201216	0	0	0	0	0	0	1	0	0	0
ENSG00000155097	238	236	250	221	248	102	106	90	84	95
ENSG00000208794	0	0	0	0	0	0	0	0	0	0
ENSG00000208792	0	0	0	0	0	0	0	0	0	0
ENSG00000208789	0	0	0	0	0	0	0	0	0	0
ENSG00000208786	0	0	0	0	0	0	0	0	0	0
ENSG00000208785	0	0	0	0	0	0	0	0	0	0
ENSG00000208782	0	0	0	0	0	0	0	0	0	0
ENSG00000208778	0	0	0	0	0	0	0	0	0	0
ENSG00000208776	0	0	0	0	0	0	0	0	0	0
ENSG00000208774	0	0	0	0	0	0	0	0	0	0
ENSG00000208771	0	0	0	0	0	0	0	1	0	1
ENSG00000208770	0	0	0	0	0	0	0	0	0	0
ENSG00000208768	0	0	0	0	0	0	0	0	0	0
ENSG00000164929	3	3	1	0	2	0	0	1	0	1
ENSG00000205066	6	5	5	9	12	0	1	2	0	1
ENSG00000164930	91	83	64	73	100	13	20	19	13	15
ENSG00000164932	1	0	0	2	1	1	0	0	0	0
ENSG00000207399	0	0	0	0	0	1	1	0	0	0
ENSG00000164933	46	59	44	53	46	56	53	52	57	52
ENSG00000164934	38	36	35	46	35	10	8	10	10	11
ENSG00000176406	2	0	0	2	1	1	0	0	1	0
ENSG00000208758	0	0	0	0	0	0	0	0	0	0
ENSG00000216113	0	0	0	0	0	0	0	0	0	0
ENSG00000164935	3	1	0	1	0	1	2	0	0	1
ENSG00000147647	256	254	252	237	264	584	588	533	541	583
ENSG00000179577	0	0	0	1	0	4	1	1	3	0
ENSG00000212028	0	0	0	0	0	0	0	0	0	0
ENSG00000208032	0	0	0	0	0	0	0	0	0	0
ENSG00000147650	32	35	44	41	48	5	3	5	3	4
ENSG00000216087	0	0	0	0	0	0	0	0	0	0
ENSG00000169946	9	6	10	8	14	8	3	6	6	11
ENSG00000201627	0	0	0	0	0	0	0	0	0	0
ENSG00000213708	0	0	0	0	0	0	0	0	0	0
ENSG00000164830	62	80	74	81	92	34	46	36	41	35
ENSG00000202109	0	0	0	0	0	0	0	0	0	0
ENSG00000174429	0	0	1	0	1	0	0	1	0	0
ENSG00000213707	0	0	0	0	0	0	0	0	0	0
ENSG00000154188	58	60	61	60	44	8	2	5	6	4
ENSG00000211995	0	0	0	0	0	0	0	0	0	0
ENSG00000200806	0	0	0	0	0	0	0	0	0	0
ENSG00000147655	0	0	0	0	0	0	0	0	0	0
ENSG00000104408	278	233	225	235	270	100	109	110	112	113
ENSG00000208733	63	75	56	14	9	52	75	65	50	7
ENSG00000104412	125	113	121	113	124	53	56	49	51	43
ENSG00000164841	0	0	0	0	1	4	1	2	3	1
ENSG00000174417	0	0	0	0	0	0	0	0	0	0
ENSG00000120526	34	30	45	44	49	15	10	20	24	20
ENSG00000120533	61	80	68	72	63	44	45	45	45	49
ENSG00000205038	31	35	38	33	30	1	6	2	6	8
ENSG00000147654	76	83	84	76	77	51	53	47	58	51
ENSG00000147642	16	16	17	22	17	107	87	81	77	86
ENSG00000164794	0	0	0	0	0	0	0	0	0	0
ENSG00000208705	0	0	0	0	0	0	0	0	0	0
ENSG00000208702	0	0	0	0	0	0	0	0	0	0
ENSG00000208698	0	0	0	0	0	0	0	1	0	0
ENSG00000208693	0	0	0	0	0	0	0	0	0	0
ENSG00000164796	1	1	1	2	0	0	0	1	1	2
ENSG00000208686	0	0	0	0	0	0	0	0	0	0
ENSG00000206719	0	0	0	0	0	0	0	0	0	0
ENSG00000104447	55	51	48	67	67	13	18	22	19	15
ENSG00000199450	1	0	0	0	0	0	0	0	0	0
ENSG00000147677	365	378	378	405	418	131	127	130	133	147
ENSG00000147679	10	16	14	13	22	12	9	7	6	8
ENSG00000164754	320	303	303	321	335	150	153	160	137	149
ENSG00000205002	0	2	0	2	0	0	0	0	0	0
ENSG00000164756	4	5	5	10	7	0	0	0	1	0
ENSG00000208665	0	0	0	0	0	0	0	0	0	0
ENSG00000208663	0	0	0	0	0	0	0	0	0	0
ENSG00000164758	14	10	6	8	8	7	7	10	4	6
ENSG00000182197	106	89	107	104	127	139	128	143	129	132
ENSG00000177570	4	4	7	4	8	2	2	0	1	2
ENSG00000164761	60	69	65	80	81	7	10	14	8	8
ENSG00000207334	0	0	0	0	0	0	0	0	0	0
ENSG00000184374	2	1	2	0	1	61	73	67	64	64
ENSG00000147676	462	551	497	523	558	184	165	156	152	161
ENSG00000206776	0	0	0	0	0	0	0	0	0	0
ENSG00000136999	21	26	27	29	33	7	6	8	7	9
ENSG00000213690	1	0	0	0	1	0	0	0	0	0
ENSG00000136960	185	214	203	218	212	22	30	20	16	24
ENSG00000201896	0	0	0	0	0	0	0	0	0	0
ENSG00000064313	63	72	62	68	74	41	36	30	23	30
ENSG00000136982	2	3	3	1	7	4	3	3	3	2
ENSG00000208631	1	3	1	0	1	1	2	0	1	0
ENSG00000155792	133	122	140	146	145	30	26	26	25	37
ENSG00000202356	0	0	0	0	0	0	0	0	0	0
ENSG00000187955	53	60	63	73	76	33	28	27	33	24
ENSG00000172172	114	102	85	104	100	45	54	46	43	57
ENSG00000172167	6	6	12	6	6	3	2	5	3	1
ENSG00000172164	100	112	100	111	118	114	108	88	96	120
ENSG00000170961	1	2	2	0	2	2	0	0	2	1
ENSG00000208620	0	0	0	0	0	1	0	0	0	1
ENSG00000215963	0	0	0	0	0	0	0	0	0	0
ENSG00000178764	63	56	50	63	71	56	62	53	64	67
ENSG00000136986	110	149	134	145	125	152	152	122	135	106
ENSG00000199678	0	0	0	0	0	0	0	0	0	0
ENSG00000156787	10	4	4	6	15	3	2	6	4	4
ENSG00000214821	2	0	0	0	0	0	1	1	0	0
ENSG00000208612	0	0	0	0	0	0	0	0	0	0
ENSG00000147689	0	0	0	0	0	0	0	0	0	0
ENSG00000204949	0	0	0	0	0	37	57	53	52	48
ENSG00000189376	12	18	22	17	26	26	32	31	32	34
ENSG00000165156	185	180	196	177	196	271	280	251	264	236
ENSG00000208608	0	0	0	0	0	0	0	0	0	0
ENSG00000212227	0	0	0	0	0	0	0	1	2	0
ENSG00000208604	0	0	0	0	0	0	0	0	0	0
ENSG00000156802	11	14	11	11	12	49	40	35	46	32
ENSG00000208600	0	0	0	0	0	0	0	0	0	0
ENSG00000207704	0	0	0	0	0	0	0	0	0	0
ENSG00000214815	0	0	0	0	0	0	0	0	0	1
ENSG00000156795	23	27	26	33	27	12	13	13	7	17
ENSG00000156804	7	11	6	6	8	6	3	5	5	4
ENSG00000208595	0	0	0	0	0	0	0	0	0	0
ENSG00000175946	0	0	0	0	0	0	0	0	0	0
ENSG00000104537	14	16	16	10	16	14	20	16	21	22
ENSG00000176853	60	49	70	52	47	53	62	69	58	55
ENSG00000214814	23	32	19	27	20	1	1	1	0	3
ENSG00000181171	0	0	0	0	0	0	0	0	0	0
ENSG00000174683	0	0	1	1	0	0	0	0	0	0
ENSG00000214803	0	0	0	0	0	0	0	0	0	0
ENSG00000215947	0	0	0	0	0	0	0	0	0	0
ENSG00000206724	0	0	0	0	0	0	0	0	0	0
ENSG00000164983	47	56	54	71	56	11	11	15	15	17
ENSG00000183665	21	33	42	32	27	16	19	17	16	11
ENSG00000170881	62	68	80	66	65	89	88	92	100	75
ENSG00000147687	26	21	23	31	18	5	16	10	5	6
ENSG00000147684	373	326	359	376	385	100	114	124	89	105
